Year,ModelGeography,EnergyDemand
2021,INDIA,470.9729911
2022,INDIA,483.579348
2023,INDIA,496.5231346
2024,INDIA,509.8133827
2025,INDIA,523.4593658
2026,INDIA,537.4706058
2027,INDIA,551.8568794
2028,INDIA,566.628225
2029,INDIA,581.7949497
2030,INDIA,597.3676363
2031,INDIA,613.3571512
